Title	Rate	Price	Merchant	ProductUrl	ImageUrl	Description
TELQOMZELLl OMG! 2.5GB 5 HARI	0	10695	DayCell	https://www.tokopedia.com/aaryadi/telqomzelll-omg-2-5gb-5-hari?extParam=ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	
Iphone XR 64gb Bekas Fullset	4.9	3850000	Boboy Store	https://www.tokopedia.com/lionelboy/iphone-xr-64gb-bekas-fullset-64gb-coral?extParam=ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	"Jaringan Bisa All Operator IndonesiaGaransi imei 30 Hari / 1 BulanIphone XR 64gb SecondKemulusan Fisik 98%Ready Warna Red/Blue/Grey/Silver/CoralBaterai Health Rata"" 90% Ke atasFullset "
FLASHSALE! Redmi 10C (4/64 - 4/128) Garansi Resmi BNIB Norepack	5	1373000	jikalaku	https://www.tokopedia.com/jikalaku/flashsale-redmi-10c-4-64-4-128-garansi-resmi-bnib-norepack-4-128-gb-blue?extParam=cmp%3D1%26ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	"Layar Dot Drop 6,71"" 1650 x 720 HD+Rasio aspek 20.625:9Performa Snapdragon 680 Proses manufaktur 6 nmCPU: CPU octa-core, hingga 2,4 GHzGPU: GPU Qualcomm Adreno 610Memori RAM: 4GBROM: 64GB atau 128 GB LPDDR4X + UFS 2.2Mendukung penyimpanan yang dapat ditingkatkan hingga 1 TBDesain Dimensi: 169,59 x 76,56 x 8,29 mmBerat: 190 gKamera belakang Kamera utama 50 MP f/1,8 Binning piksel 4-in-1Kamera 2 MP dengan sensor kedalaman f/2,4Kamera depan Kamera depan 5 MP f/2,2Baterai 5000 mAh (typ)Pengisian daya Mendukung pengisian daya cepat 18 W Pengisi daya bawaan 10 WUSB-CKeamanan & Autentikasi Sensor sidik jari di bagian belakang Kunci layar dengan pengenalan wajah berbasis AIJaringan & Konektivitas SIM ganda + microSD 2G/3G/4G Bluetooth 5.0 Protokol Wi-Fi: 802.11a/b/g/n/acNFC NoAudio Jack headphone 3,5 mmUI dan sistem MIUI 13 berbasis Android 11Termasuk dalam kotak Redmi 10C / Adaptor / Kabel USB Tipe-C / Alat Pembuka SIM / Panduan Memulai Cepat / Kartu Garansi /"
PROMO Redmi Note 11 6/128GB Garansi Resmi Xiaomi	0	2045000	jikalaku	https://www.tokopedia.com/jikalaku/promo-redmi-note-11-6-128gb-garansi-resmi-xiaomi-twilight-blue?extParam=cmp%3D1%26ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	* Ukuran layar: 6.43 inci, 1080 x 2400 pixels, AMOLED, 90Hz, 700 nits, 1000 nits (peak) * Memori: RAM 6 GB, ROM 128 GB, MicroSD up to 1 TB * Sistem operasi: Android 11, MIUI 13 * CPU: Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core * GPU: Adreno 610 * Kamera: Quad 50 MP, f/1.8, 26mm (wide); 8 MP, f/2.2, 118˚ (ultrawide); 2 MP, f/2.4, (macro); 2 MP, f/2.4, (depth), depan 13 MP, f/2.4, (wide) * SIM: Dual SIM (Nano-SIM) * Baterai: Li-Po 5000 mAh, non-removable * Berat: 179 gram * Garansi Resmi
vivo iQOO Z7 (12/256) - SDM 782G, 120W FlashCharge + 5000mAh, 64MP OIS	0	4319000	vivo Indonesia	https://www.tokopedia.com/vivo/vivo-iqoo-z7-12-256-sdm-782g-120w-flashcharge-5000mah-64mp-ois-metallic-grey-f6c17?extParam=cmp%3D1%26ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	"iQOO Z7 Key Point :Snapdragon 782G Mobile Platform120W Dual-Cell Flash Charge + 5000 mAhRAM + ROM : 12+256Extended RAM 8GB3K Vapor Chamber Liquid Cooling64MP with OISBasic : Operating System: Android 13 [Funtouch OS 13]Processor : Snapdragon 782G Mobile Platform RAM & ROM : 12 GB + 256 GBExtended RAM : 8GBFast Charging : 120W Dual-Cell Flash ChargeBattery : 5000 mAh (TYP)  Gaming :6,64"" 120Hz Refresh Rate Eye ProtectionX-Asis Linear Motor4D Game VibrationMotion ControlDual Stereo Speaker - Closed Box SystemSound Field Expansion AlgorithmCamera : Rear : 64MP (f/1.79, 25mm) OIS +  2MP (f/2.4, 24mm)Front : 16MP Camera (f/2.45. 27mm)  Body : Dimensions : 164.58 x75.80 x8.75 mmWeight : 201.5 Earphone Jack : 3.5mm American Standard HeadphonesColor : Metallic Grey & Matrix Blue Photography : Pro Sports Mode 3.0Super MoonSuper Night mode 4.0Night Noise Cancellation AlgorithmsDual-View VideoParty PortraitConnectivity 5GWi-FI 6Daily SupportNFC Multifunctions"
OPPO A55 4GB/64GB Smartphone (Garansi Resmi) - Promo Sale	0	1756000	OPPO OFFICIAL STORE	https://www.tokopedia.com/oppo/oppo-a55-4gb-64gb-smartphone-garansi-resmi-promo-sale-biru?extParam=cmp%3D1%26ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	OPPO A55 4GB/64GBGRATIS Proteksi Gadget hanya berlaku:21 - 30 Juni 2023Kuota Terbatas!Spesifikasi:DIMENSIONS DAN WEIGHTTinggi: 163,6 mmLebar: 75,7 mmKetebalan: 8,4 mmBerat: 193+/-3gMEMORI4 GB +64 GBTipe RAM: LPDDR4X @ 1600 MHz, 2 x 16 bitPenyimpanan Eksternal: Kartu MicroSD (Penyimpanan Maksimal: 256 GB)Versi USB: USB 2.0USB OTG: DidukungDISPLAYUkuran: 6.51 ''Rasio Layar: 89.2%Resolusi: HD + (1600 x 720)Refresh Rate: 60HzTouch Sampling Rate: 120 HzKerapatan Piksel: 269 ​​ppiRasio Kontras: 1500: 1Panel: LCD (A-SI)Penutup Kaca: NEG T2X-1KAMERABelakangKamera Utama: F/1.8; FOV 77 °; Lensa 5p; AF didukung; motor fokus terbuka; OIS tidak didukungMakro: F/2.4; Fov 88.8 °; Lensa 3p; AF dan OIS tidak didukungKamera mono: F/2.4; Fov 88.8 °; Lensa 3p; AF dan OIS tidak didukungDepanKamera depan: 16MP (F/2.0)FOV 79.3 °Lensa 5pMode Pemotretan: Foto, Video, Malam, Potret, Panorama, Makro, Stiker, Selang Waktu, PakarCHIPSETCPU: MediaTek Helio G35Kecepatan CPU: Hingga 2.3GHzInti CPU: 8Model GPU: IMG GE8320 @ 680 MHzBATERAI4890 mAh/18.92 Wh (Rated value)5000 mAh/19.35 Wh (Typical value)Flash Charge 9V/2ASELULERSIM 2 : DidukungTipe Kartu SIM : Nano-sim2G (GSM): 850/900/1800/1900 MHz3G (WCDMA): B1 / B5 / B84G: TD-LTE Band 38/40/41 (2535-2655 MHz)4G: LTE FDD Band 1/3/5/85G: Tidak didukungKONEKTIVITASWLAN:Wi-Fi 5 (802.11ac), 802.11a/b/g/n/Wi-Fi 2.4G/5.1G/5.8GWi-Fi Display dan Wi-Fi tetheringVersi Bluetooth: Bluetooth 5.0, Bluetooth Hemat DayaAntarmuka USB: USB Type-CNFC: Tidak didukungSISTEM OPERASIColor OS 11.1DI DALAM KOTAK1 Perangkat1 Charger1 Kabel Data USB1 SIM Ejector1 Panduan Keselamatan1 Panduan Cepat1 Case Pelindung
Asus Zenfone 10 8/128GB - Garansi Resmi Asus Indonesia	0	8135000	I-Solution Store	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnfHAU7Hsehbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEHsnFHmFircYpq9z2Qfdi6sJhbm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_zPbm-X9foxQMz2gcV7guYxgIHi6sJ7HmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMzBgiUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpHpUXH_eOHAydopj76_yd6AeDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1H7HjNk3_-6qBja_M2gHjNk3_-6qBjpZ3BRqujp1SByH7ND3uxGqMVAZ_g-qBuO_7z-H1Ok19B68j17_jzzHjNke9B-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32qqJOkZ92vuO2t_VzjQu2JyRz6zO-2_OHhqJNEgpoHuVjO332GQ17a_MhgqMz039B-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3Fd81Nc6IPy8j-M_1yNgjOc6IPy8j-M_1o-r7BX_M2iH72D3A-G83UpgI2q17jfZ32o8jO2oIx6zVuR_M2SH7Y11_u6qMr7_jo-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32uHjN_oA-ozV1h_Bz-P7OJgpo6qMoEZ3dFvZUDUMoDP9o7g9-wq3zwPsUi6sJNoAjabm-FrMBsguYiq3ei6sUFHAnDUMP5y3hwq3ei6soY?t=desktop&dv=desktop&ob=5&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fi-solutionstore%2Fasus-zenfone-10-8-128gb-garansi-resmi-asus-indonesia-8-128gb-black-cc247%3Fsrc%3Dtopads&src=directory&pub_domain=0&page=1&pub_unit=0&pub_id=0	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	
Samsung Galaxy A05 6/128 GB - 4/64 GB Garansi Resmi samsung indonesia	0	1399000	ALL_SHOPE99	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnOoAefHp1Obm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEH_rFHmFircYpq9z2Qfdi6sJabm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_zPbm-X9foxQMz2gcV7guYxgIHi6sJ7HmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMzBgiUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpHpyXo_HaHseFH_jNHpJpo_1DUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBk3MxoqjBE_OPqqJh1gcOqzco7_jPZq1Y_H3x68Mrp_VzgouBkZMOoHjND332jqOBNZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBD6IB6zsxR3I2mgjOc63gozsxR3I2mgjOAZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBk_926q_eh_92-81NJe9xvucWE_uzoH1N_Z9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBku_-61peh_7zoP7NEe92ozcrO_32SH7BXHA7ibm-sQIupPcua9fBj9RyaUstpH_npHmFirI-2yfuwyMBjUsthopnFbm-SQfVD9fBjUstpwe?page=1&t=desktop&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fallshope99%2Fsamsung-galaxy-a05-6-128-gb-4-64-gb-garansi-resmi-samsung-indonesia-hijau-4-64gb-a4de2%3Fsrc%3Dtopads&pub_unit=0&ob=5&src=directory&pub_id=0&pub_domain=0&management_type=1	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	
Samsung Galaxy A24 LTE 8/128GB	0	3359500	Samsung Official Store	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_ja6Anfo_1dbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEH_nFHmFircYpq9z2Qfdi6sJpbm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_zPbm-X9foxQMz2gcV7guYxgIHi6sJ7HmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMzBgiUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpoA1XHsK7opKdoAeR6_y7H_yDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_9j78JYJ1_oouJOE_S2uH7Y139x68MrhZ3BRqujp1SByH7ND3uxGqMVAZ_g-qBBO_7zzo1OEz_VozVj7_jz08jO1u9P617BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BRZ3BRq3-W69ugHBu2_fB-HBB1Z9Bo8MhW3uHFHO2W1_oHuV-03320PVB1ypz68_na_OP-8u2k_M2qu7jp3jPoq1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGgjOk1MgozsxR3I2mgBxEeMgozsxR3I2Cq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-8jNJu9uoqMrF_S2SoJNJ1_ovuVjF_uzgq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-H1OkZ9uoqMWR_92u81OkZ9Pvucrp_3BG6ZUDUMoDP9o7g9-wq3zwPsUi6sHhosjfbm-FrMBsguYiq3ei6sJFHAnDUMP5y3hwq3ei6soY?t=desktop&pub_unit=0&src=directory&pub_domain=0&pub_id=0&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fsamsung%2Fsamsung-galaxy-a24-lte-8-128gb-silver-19010%3Fsrc%3Dtopads&page=1&ob=5&dv=desktop	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	
VIVO Y66 Y55  3/32 4/64 GARANSI 1 TAHUN - NEW SEGEL	0	385000	MIUWSTORE	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jpHAKdH_rpbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEH_eOHmFircYpq9z2Qfdi6sJ7bm-xQcri6i-sy9zBgfYa8uYi8uYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEH_1DUMNOQ3-BrBYxgIowrMuhUsthoZFiyfV79fBjraUE3pyObAU7bAHFo_zPbm-X9foxQMz2gcV7guYxgIHi6sJ7HmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMzBgiUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpo_KXosJ7opUNopjpH_JpoiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1pep_9208JOEe_Co8BJp_7z-HjOJgp--q9P23_oZ8uKp_Mhg3J2ky1o-ojBkZ9uozcPE_92o8jOE_92o8jOE_92o8jB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qB2t_32-8jY93MxHuczW3jzsPJNI1MBv1pVt_S2SH7h13_ugqj2W__-6QVBkgcWg81BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QAxN_jydPOxEeMgozsBM_1ydPOxEeMgoe7BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qj7h_7H7HjO11_ooqMDp_Ozo8JO1__--q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfB6uJBR_c2-H7OEyp-vuJ7p_92V8jN1_3BM1_7YUiFiyfhOrRzBrBY2gVYfHiUEoA1ho_yDUSCaq3oB9f-2gmUEH_eOHmFigfYxQVY2gmUEHR7?pub_unit=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fmiuwstore-1%2Fvivo-y66-y55-3-32-4-64-garansi-1-tahun-new-segel-gold-vivo-y66-4-64-71b59%3Fsrc%3Dtopads&pub_id=0&page=1&management_type=1&ob=5&pub_domain=0&dv=desktop&src=directory&t=desktop	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	
FooomX (Aneka Warna)	0	170000	Foom Gallery	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnOoAKfHsUfbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUE6_nFbm-FQRo2PcB5QiUEH_1DUMVDgaUEUMoxPcuSQR-N9f-N9RCaQfzOyReibm-XP3Oig9-wQfgwy3zpUsthoZFiQSuWyMua9fVjrOYag9Ji6sJObm-sy9zwq3zpUs2Qos1DHseDHpnOoV7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHp6ZddopHN6ArNoAUhopj7omFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_z-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32qqJOkZ92vuO2t_VzjQu2JyRz6zO-2_OHhqJNEgpoHuVjO332GQ17a_MhgqMz039B-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3Fd81Nc6IPy8j-M_1yNgjOc6IPy8j-M_1o-r7BX_M2iH72D3A-G83UpgI2q17jfZ32o8jY_oAz68j7O_7zso1NJZ9x68MDF_jo-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32uP7YAoAzoqBjO_32sP7NJe9x6ucWR_9BG6ZUDUMoDP9o7g9-wq3zwPsUi6sH7HpKhbm-FrMBsguYiq3ei6sjFHmFigfYxQVY2gmUEHR7?pub_id=0&page=1&t=desktop&ob=5&r=https%3A%2F%2Fwww.tokopedia.com%2Ffoomgallery%2Ffooomx-aneka-warna-absolute-black-10a5b%3Fsrc%3Dtopads&pub_domain=0&management_type=1&dv=desktop&src=directory&pub_unit=0	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	
	0	0				
IPhone 12 Garansi Resmi Ibox	5	9552000	igoods gadget	https://www.tokopedia.com/igoodsgadget/iphone-12-garansi-resmi-ibox-promo-64gb-green?extParam=cmp%3D1%26ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	Newpack / SlimpackIsi box : Hanya unit dan kabel Type C to lighting (Adaptor dan Earphone belum include)100% Garansi resmi100% Baru dan asli100% Segel asli greenpeel ( no repack)RESMI IMEI terdaftar di kemenperin / kominfo(cek Imei: http://kemenperin•go•id/imei/ )Berlaku claim di semua service centre iboxImei belum aktif / Fresh unitOperasional 11.00 - 19.00- setiap pembelian iphone, bila sudah terkoneksi wifi/sudah di aktifkan dibantu ke apple resminya bila ada kendala, karena itu sudah ketentuan dari apple resminya.Asesoris Lainnya Ditoko iniAdaptor :https://www.tokopedia.com/ptpratamasemesta/apple-power-adapter-20w-usb-c-originalhttps://www.tokopedia.com/ptpratamasemesta/anker-adapter-powerport-iii-nano-20-watt-usb-c-adapter-appleTempred Glass :https://www.tokopedia.com/ptpratamasemesta/lamina-tempered-glass-premium-iphonehttps://www.tokopedia.com/ptpratamasemesta/tempered-glass-premium-spyhttps://www.tokopedia.com/ptpratamasemesta/tempered-glass-full-screen-iphone-11-11pro-11promaxCase :https://www.tokopedia.com/ptpratamasemesta/clear-case-with-magsafehttps://www.tokopedia.com/ptpratamasemesta/case-iphone-12-seriesAirpods dan Earphone :https://www.tokopedia.com/ptpratamasemesta/apple-earpods-with-lightning-connector-originalhttps://www.tokopedia.com/ptpratamasemesta/apple-airpods-pro-garansi-ibox-magsafe-chargerAirtag :https://www.tokopedia.com/ptpratamasemesta/apple-airtag
	0	0				
NOKIA C12 3/64 64Gb GARANSI RESMI	0	938000	Murah Meriah Shop	https://www.tokopedia.com/murahmeriahshopp/nokia-c12-3-64-64gb-garansi-resmi-3-64-cyan-no-bonus-bdebb?extParam=ivf%3Dfalse	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC	Nokia C12 3/64GbImei TerdaftarSignal AktifGaransi resmi Nokia 1thnLayar: IPS LCD 6.3 inciProsesor: Unisoc SC9863A1 (28nm)Memori Internal: 64 GBRAM: 3+2 GBKamera: Belakang 8 MP, Depan 5 MPSistem operasi: Android 12 (Go edition)
	0	0				
	0	0				
	0	0				
	0	0				
